,koff,delta_koff_sq
0,0.1,0.0015503130852138123
1,0.35,0.00833249637246779
2,0.6,0.028580134856719716
3,0.8499999999999999,0.06358623095674526
4,1.0999999999999999,0.10617328708610639
5,1.3499999999999999,0.1702468750011439
6,1.5999999999999999,0.20488742049050646
7,1.8499999999999999,0.26495739902901644
8,2.0999999999999996,0.34473103385079684
9,2.3499999999999996,0.574143540922569
10,2.5999999999999996,0.7539300962656958
11,2.8499999999999996,0.8288847194103867
12,3.0999999999999996,0.9217719552646241
13,3.3499999999999996,0.9829100311927846
14,3.5999999999999996,1.3543155013397112
15,3.8499999999999996,1.391769064188356
16,4.1,1.5965215553541707
17,4.349999999999999,1.7110899194061273
18,4.599999999999999,1.9362123746114221
19,4.849999999999999,2.0782830718616996
20,5.099999999999999,1.9327025036904322
21,5.349999999999999,2.0495970349774533
22,5.599999999999999,2.906803904041874
23,5.849999999999999,3.0874246514664745
24,6.099999999999999,3.2431717028470786
25,6.349999999999999,3.315869879370667
26,6.599999999999999,3.930864156725795
27,6.849999999999999,4.213951871954938
28,7.099999999999999,4.877044339297968
29,7.349999999999999,5.76422822098948
30,7.599999999999999,6.080706936512087
31,7.849999999999999,6.154980564131739
32,8.1,6.299991356190151
33,8.349999999999998,7.258526426962737
34,8.599999999999998,7.217278133201539
35,8.849999999999998,7.796896719303689
36,9.099999999999998,8.10323991225945
37,9.349999999999998,8.03736063714263
38,9.599999999999998,9.588906666875785
39,9.849999999999998,9.319015348496068
40,10.099999999999998,10.95602783711878
41,10.349999999999998,12.704989970464998
42,10.599999999999998,14.248281273551674
43,10.849999999999998,13.249501975458386
44,11.099999999999998,13.783745182843907
45,11.349999999999998,15.378331131066036
46,11.599999999999998,16.053610423348527
47,11.849999999999998,15.70922280024419
48,12.099999999999998,15.377108012274793
49,12.349999999999998,15.228698757892884
50,12.599999999999998,15.41814556901305
51,12.849999999999998,15.362635721365933
52,13.099999999999998,15.807869470881887
53,13.349999999999998,19.23958089291563
54,13.599999999999998,17.72778916988959
55,13.849999999999998,20.308710611352698
56,14.099999999999998,22.09889897628776
57,14.349999999999998,18.778734522542607
58,14.599999999999998,19.36595099547477
59,14.849999999999998,18.81470667417213
60,15.099999999999998,21.35026451240371
61,15.349999999999998,23.110893819865634
62,15.599999999999998,28.567390489042026
63,15.849999999999998,27.248357888363753
64,16.099999999999998,27.807961798753315
65,16.349999999999998,30.07684125267781
66,16.599999999999998,28.79119869768666
67,16.849999999999998,27.491001523659698
68,17.099999999999998,31.198210968045135
69,17.349999999999998,33.63558323623131
70,17.599999999999998,34.287771104221285
71,17.849999999999998,36.277017668673956
72,18.099999999999998,34.6769185347099
73,18.349999999999998,38.29194932780684
74,18.599999999999998,33.18976021235364
75,18.849999999999998,33.67485326423484
76,19.099999999999998,36.89102018286082
77,19.349999999999998,44.3941694201694
78,19.599999999999998,43.253414557721285
79,19.849999999999998,42.63089782151651
80,20.099999999999998,41.70478953143818
81,20.349999999999998,46.43680507686119
82,20.599999999999998,48.31280761447003
83,20.849999999999998,45.26595888084577
84,21.099999999999998,54.82206635584638
85,21.349999999999998,56.96671390613945
86,21.599999999999998,48.28935852522189
87,21.849999999999998,50.47340449967585
88,22.099999999999998,46.47086388099379
89,22.349999999999998,51.04209124149774
90,22.599999999999998,55.716901659532056
91,22.849999999999998,45.222620081694465
92,23.099999999999998,48.34175498327018
93,23.349999999999998,43.4300590311534
94,23.599999999999998,46.0582725868839
95,23.849999999999998,55.916429540905405
96,24.099999999999998,53.94137158166841
97,24.349999999999998,55.498919030991146
98,24.599999999999998,52.00770340133187
99,24.849999999999998,49.52824958248979
100,25.099999999999998,57.02680136406267
101,25.349999999999998,58.14629191460706
102,25.599999999999998,62.82170463525147
103,25.849999999999998,76.68440350817028
104,26.099999999999998,71.05158967614264
105,26.349999999999998,78.746854193694
106,26.599999999999998,81.15887769664373
107,26.849999999999998,83.58470051064295
108,27.099999999999998,81.01656006562142
109,27.349999999999998,91.00872001375117
110,27.599999999999998,88.13136959824837
111,27.849999999999998,92.56897454511909
112,28.099999999999998,89.16612205259901
113,28.349999999999998,94.60874571182907
114,28.599999999999998,106.56147193869309
115,28.849999999999998,93.65753172444872
116,29.099999999999998,95.0374394953175
117,29.349999999999998,98.95017500152541
118,29.599999999999998,89.43222489865704
119,29.849999999999998,99.74003970287289
120,30.099999999999998,118.4662938574553
121,30.349999999999998,112.7282862580016
122,30.599999999999998,112.02679744557759
123,30.849999999999998,128.6812307827758
124,31.099999999999998,125.01308442490335
125,31.349999999999998,129.01947461486728
126,31.599999999999998,118.7410270849071
127,31.849999999999998,117.61450299718936
128,32.099999999999994,133.58955823843925
129,32.349999999999994,123.18938403507988
130,32.599999999999994,151.62533349974152
131,32.849999999999994,162.91061356212782
132,33.099999999999994,169.6769318310773
133,33.349999999999994,191.30725827195334
134,33.599999999999994,191.77260881257504
135,33.849999999999994,191.57632614575368
136,34.099999999999994,189.28056992730626
137,34.349999999999994,191.02099460469154
138,34.599999999999994,188.24381842567448
139,34.849999999999994,173.63340990007075
140,35.099999999999994,186.33119929895034
141,35.349999999999994,196.21452334266664
142,35.599999999999994,199.31807232057002
143,35.849999999999994,210.3385760214637
144,36.099999999999994,178.85930988095376
145,36.349999999999994,194.30768710697953
146,36.599999999999994,179.1376145892796
147,36.849999999999994,194.67644937385163
148,37.099999999999994,197.12239120424346
149,37.349999999999994,205.39021631228235
150,37.599999999999994,209.40547890371474
151,37.849999999999994,222.18185113429118
152,38.099999999999994,183.7892300481654
153,38.349999999999994,203.23617251134485
