,koff,rel_err
0,0.001,531.2714777171278
1,0.0012067309940685033,449.8386773735472
2,0.001456199692045558,364.9174132602849
3,0.0017572413019443863,279.83769104606
4,0.0021205175431135803,199.14282845347518
5,0.002558894242741151,128.3237039045858
6,0.0030878969932591985,72.96552523345332
7,0.003726261008256815,37.02675985537349
8,0.004496594650652454,20.249116465681155
9,0.00542618013270495,15.886295480154503
10,0.0065479397455338074,13.49457238721649
11,0.007901601838228673,9.960500524427887
12,0.0095351078409792,6.812038285456328
13,0.011506310163495216,4.531699030786026
14,0.013885021101655104,3.0742392756522463
15,0.016755485316662416,2.2360590318523594
16,0.020219363452276245,1.6599854571008894
17,0.02439933255819768,1.2147477548771988
18,0.029443430832561894,0.8967793649127097
19,0.035530300557364634,0.6690362411122449
20,0.04287551491114134,0.4949192057344831
21,0.051739212729920527,0.37234628078463783
22,0.06243531160989875,0.29181354872189874
23,0.07534262564398993,0.231597264734467
24,0.09091828153910306,0.1822016201010352
25,0.10971390826068195,0.14615996947879814
26,0.1323951735785533,0.12383543972295866
27,0.15976535942231965,0.11123548305391175
28,0.1927938109934075,0.1018971922079635
29,0.23265026719032975,0.09383991924314505
30,0.2807462881968898,0.08758636530642509
31,0.3387852474368753,0.08342312381902293
32,0.4088226584152444,0.0810594859469482
33,0.493338972987156,0.07951251158509387
34,0.5953274292855253,0.0778691516500658
35,0.7184000605379692,0.07604656020077333
36,0.8669156191918564,0.0741888116893837
37,1.046133946920901,0.07259224498375154
38,1.2624022576966656,0.07177606043627831
39,1.5233799313446201,0.07252010689449728
40,1.8383097788955036,0.07573311664280788
41,2.2183453868924214,0.08184741956461171
42,2.67694613391197,0.09006094210016029
43,3.2303538692434284,0.09793638728785496
44,3.898168135825158,0.1011666791994525
45,4.704040309590457,0.09521901298416366
46,5.6765112389304075,0.08149949208664087
47,6.850022050195522,0.07075374106931477
48,8.266133918023609,0.07935533980514951
49,9.974999999999998,0.11351745119661813
