,koff,mean_N,var_N
198,4.074999999999999,77.9,594.6099999999997
199,4.1,77.31,571.6138999999994
200,4.124999999999999,77.17,569.0010999999995
201,4.1499999999999995,76.01,533.0498999999991
202,4.174999999999999,75.55,522.4875000000002
203,4.199999999999999,75.0,490.72000000000025
204,4.224999999999999,75.1,501.7900000000009
205,4.249999999999999,74.69,510.6939000000002
206,4.2749999999999995,74.9,532.2699999999986
207,4.299999999999999,74.39,523.5178999999998
208,4.324999999999999,73.82,516.1276000000016
209,4.349999999999999,73.34,493.10439999999926
210,4.374999999999999,72.23,418.6370999999999
211,4.3999999999999995,71.71,412.8059000000012
212,4.424999999999999,71.37,415.3930999999993
213,4.449999999999999,70.94,397.91640000000007
214,4.474999999999999,70.6,400.2400000000016
215,4.499999999999999,70.46,406.0484000000006
216,4.524999999999999,69.75,390.5074999999997
217,4.549999999999999,69.6,386.3200000000006
218,4.574999999999999,68.95,379.02750000000015
219,4.599999999999999,68.6,380.9400000000005
220,4.624999999999999,67.18,360.2475999999988
221,4.649999999999999,67.32,361.59760000000097
222,4.674999999999999,66.77,326.1971000000012
223,4.699999999999999,66.38,330.83560000000125
224,4.724999999999999,66.49,335.34990000000107
225,4.749999999999999,66.77,348.4171000000006
226,4.774999999999999,66.13,350.47310000000016
227,4.799999999999999,65.29,341.66589999999906
228,4.824999999999999,65.71,331.1859000000004
229,4.849999999999999,65.03,328.7090999999991
230,4.874999999999999,64.65,315.5474999999997
231,4.899999999999999,64.12,289.5055999999995
232,4.924999999999999,63.88,281.22559999999976
233,4.949999999999999,63.77,278.2770999999998
234,4.974999999999999,63.09,269.341899999999
235,4.999999999999999,62.97,225.80909999999994
236,5.024999999999999,62.96,230.29840000000013
237,5.049999999999999,62.32,235.33759999999984
238,5.074999999999999,62.22,230.45159999999987
239,5.099999999999999,61.86,209.1804000000002
240,5.124999999999999,60.76,209.76240000000007
241,5.149999999999999,60.74,206.17239999999993
242,5.174999999999999,60.43,204.08509999999978
243,5.199999999999999,60.14,205.3203999999996
244,5.224999999999999,60.25,208.50750000000016
245,5.249999999999999,60.1,207.42999999999984
246,5.274999999999999,59.55,182.88750000000027
247,5.299999999999999,61.34,277.88439999999946
248,5.324999999999999,61.3,288.0700000000006
249,5.349999999999999,58.38,174.33559999999943
250,5.374999999999999,58.09,167.4818999999993
251,5.399999999999999,57.81,173.93389999999954
252,5.424999999999999,59.96,265.0183999999995
253,5.449999999999998,57.14,177.5003999999999
254,5.474999999999999,56.9,176.4300000000003
255,5.499999999999999,56.6,179.94000000000005
256,5.524999999999999,56.49,186.9099000000001
257,5.549999999999999,59.18,278.24760000000015
258,5.574999999999998,59.0,271.1199999999999
259,5.599999999999999,55.55,175.4675000000002
260,5.624999999999999,55.23,173.79710000000023
261,5.649999999999999,58.02,252.61959999999954
262,5.674999999999999,57.86,246.54040000000032
263,5.699999999999998,57.44,243.46640000000025
264,5.724999999999999,57.04,246.99839999999995
265,5.749999999999999,57.04,247.5383999999999
266,5.774999999999999,56.67,239.26109999999971
267,5.799999999999999,56.51,232.48990000000003
268,5.824999999999998,56.23,236.91710000000057
269,5.849999999999999,55.97,239.70910000000003
270,5.874999999999999,55.54,242.34839999999986
271,5.899999999999999,55.42,242.46360000000004
272,5.924999999999999,55.2,223.45999999999958
273,5.949999999999998,54.93,228.48509999999987
274,5.974999999999999,54.93,228.80510000000004
275,5.999999999999999,55.01,220.34990000000016
276,6.024999999999999,54.43,221.94510000000037
277,6.049999999999999,54.49,224.94990000000007
278,6.074999999999998,54.31,207.47389999999996
279,6.099999999999999,54.28,217.00160000000005
280,6.124999999999998,53.65,228.76750000000038
281,6.149999999999999,53.69,223.1939000000002
282,6.174999999999999,53.6,238.05999999999995
283,6.199999999999998,53.45,237.4074999999998
284,6.224999999999999,53.18,230.0275999999999
285,6.249999999999998,52.67,235.36109999999962
286,6.274999999999999,52.4,234.72000000000025
287,6.299999999999999,52.19,238.8739000000005
288,6.324999999999998,52.22,239.4716000000003
289,6.349999999999999,52.26,241.0924
290,6.374999999999998,52.07,230.0650999999998
291,6.399999999999999,51.56,226.8463999999999
292,6.424999999999999,52.69,211.81390000000056
293,6.449999999999998,51.14,220.64039999999977
294,6.474999999999999,51.14,219.2203999999997
295,6.499999999999998,51.03,221.70910000000003
296,6.524999999999999,51.01,223.32990000000018
297,6.549999999999999,52.81,214.99389999999948
298,6.574999999999998,52.69,206.89390000000049
299,6.599999999999999,49.59,201.8418999999999
300,6.624999999999998,49.24,198.92239999999993
301,6.649999999999999,49.17,187.74109999999973
302,6.674999999999999,49.27,193.93709999999965
303,6.699999999999998,49.19,192.5939000000003
304,6.724999999999999,48.81,184.45389999999952
305,6.749999999999998,48.72,186.7216000000003
306,6.774999999999999,51.27,195.83709999999928
307,6.799999999999999,48.64,190.49040000000014
308,6.824999999999998,48.5,181.1500000000001
309,6.849999999999999,48.44,187.0064000000002
310,6.874999999999998,48.46,183.60840000000007
311,6.899999999999999,47.96,168.73840000000018
312,6.924999999999999,50.27,171.01710000000003
313,6.949999999999998,50.17,173.6810999999998
314,6.974999999999999,49.51,173.86990000000014
315,6.999999999999998,47.11,174.0378999999998
316,7.024999999999999,47.1,177.32999999999947
317,7.049999999999998,48.75,166.42749999999978
318,7.074999999999998,46.76,189.2224000000001
319,7.099999999999999,46.56,181.34639999999945
320,7.124999999999998,46.43,179.40509999999995
321,7.149999999999999,46.47,174.68910000000005
322,7.174999999999998,46.68,194.5376000000001
323,7.199999999999998,46.51,193.80989999999974
324,7.224999999999999,48.11,164.35789999999997
325,7.249999999999998,47.72,163.02160000000003
326,7.274999999999999,45.29,199.2458999999999
327,7.299999999999998,44.83,179.22109999999998
328,7.324999999999998,47.47,156.50909999999976
329,7.349999999999999,47.54,156.48840000000018
330,7.374999999999998,44.44,155.92640000000029
331,7.399999999999999,47.0,153.6199999999999
332,7.424999999999998,46.85,159.84749999999985
333,7.449999999999998,46.52,158.88959999999952
334,7.474999999999999,46.37,154.45310000000018
335,7.499999999999998,43.47,161.98910000000024
336,7.524999999999999,46.24,155.3424
337,7.549999999999998,45.82,144.06759999999986
338,7.574999999999998,45.82,137.4076
339,7.599999999999999,45.65,148.76750000000038
340,7.624999999999998,45.07,144.3451
341,7.649999999999999,44.83,146.68110000000001
342,7.674999999999998,44.11,139.9579000000001
343,7.699999999999998,44.07,135.00510000000008
344,7.724999999999998,44.18,133.32759999999985
345,7.749999999999998,44.13,140.01309999999967
346,7.774999999999999,43.93,146.08509999999978
347,7.799999999999998,43.71,141.70589999999993
348,7.824999999999998,43.56,148.50639999999976
349,7.849999999999998,43.49,150.06989999999996
350,7.874999999999998,43.42,149.46359999999981
351,7.899999999999999,41.88,195.08559999999966
352,7.924999999999998,42.79,140.5259000000001
353,7.949999999999998,41.57,187.18509999999992
354,7.974999999999998,41.92,136.81359999999972
355,7.999999999999998,41.1,184.3699999999999
356,8.024999999999999,40.84,179.03439999999978
357,8.049999999999997,41.09,176.10189999999966
358,8.075,41.07,116.26510000000007
359,8.099999999999998,40.57,174.88509999999997
360,8.124999999999998,40.82,111.72759999999994
361,8.149999999999999,40.91,110.36190000000033
362,8.174999999999999,40.45,112.36749999999961
363,8.199999999999998,40.27,109.15709999999967
364,8.224999999999998,40.33,111.56110000000012
365,8.249999999999998,39.97,162.10910000000013
366,8.274999999999999,40.56,101.36639999999989
367,8.299999999999999,40.69,101.5739000000001
368,8.324999999999998,40.56,104.14639999999986
369,8.349999999999998,40.62,98.19560000000024
370,8.374999999999998,40.42,100.52359999999976
371,8.399999999999999,40.42,100.7235999999998
372,8.424999999999999,39.97,96.00909999999999
373,8.449999999999998,40.01,97.58990000000017
374,8.474999999999998,40.11,96.07790000000023
375,8.499999999999998,40.2,98.09999999999991
376,8.524999999999999,38.86,151.06040000000007
377,8.549999999999999,39.67,100.72109999999998
378,8.574999999999998,39.21,96.24589999999989
379,8.599999999999998,38.41,142.12190000000032
380,8.624999999999998,38.12,144.7256
381,8.649999999999999,38.72,99.14160000000015
382,8.674999999999999,38.08,141.95360000000005
383,8.699999999999998,38.91,102.2619000000002
384,8.724999999999998,38.45,88.12749999999983
385,8.749999999999998,37.69,140.65390000000025
386,8.774999999999999,38.07,89.32510000000002
387,8.799999999999999,37.35,131.16750000000002
388,8.824999999999998,37.54,135.42840000000024
389,8.849999999999998,38.44,86.58640000000014
390,8.874999999999998,37.2,126.53999999999996
391,8.899999999999999,37.19,130.03390000000036
392,8.924999999999997,37.13,132.7530999999999
393,8.949999999999998,37.43,84.04510000000005
394,8.974999999999998,36.82,129.92759999999998
395,8.999999999999998,37.63,76.8730999999998
396,9.024999999999999,37.46,77.10839999999985
397,9.049999999999997,36.89,131.89789999999994
398,9.074999999999998,36.9,127.3900000000001
399,9.099999999999998,36.72,124.56160000000023
400,9.124999999999998,36.15,121.0474999999999
401,9.149999999999999,35.99,123.80989999999974
402,9.174999999999997,35.82,120.98759999999993
403,9.199999999999998,35.92,124.17359999999985
404,9.224999999999998,36.01,125.4499000000003
405,9.249999999999998,36.81,85.85389999999984
406,9.274999999999999,36.75,84.14750000000004
407,9.299999999999997,36.48,86.60960000000023
408,9.324999999999998,35.41,134.7819000000004
409,9.349999999999998,35.83,93.1211000000003
410,9.374999999999998,36.16,89.69440000000031
411,9.399999999999999,34.93,133.6051
412,9.424999999999997,34.44,128.14640000000009
413,9.449999999999998,34.37,126.2931000000001
414,9.474999999999998,34.22,126.97160000000008
415,9.499999999999998,34.44,140.4864
416,9.524999999999999,34.58,137.18360000000007
417,9.549999999999997,34.56,132.8463999999999
418,9.574999999999998,33.99,128.32989999999995
419,9.599999999999998,33.87,128.5531000000001
420,9.624999999999998,33.82,128.92759999999998
421,9.649999999999999,33.54,126.64840000000004
422,9.674999999999997,34.42,123.10359999999969
423,9.699999999999998,34.52,131.5895999999998
424,9.724999999999998,34.43,130.78510000000006
425,9.749999999999998,34.25,131.86750000000006
426,9.774999999999999,34.27,135.1170999999997
427,9.799999999999997,34.25,137.12750000000005
428,9.824999999999998,34.28,135.8216
429,9.849999999999998,34.3,135.7700000000002
430,9.874999999999998,33.7,131.0699999999997
431,9.899999999999999,33.71,129.90589999999997
432,9.924999999999997,33.46,131.40840000000003
433,9.949999999999998,33.66,128.52440000000024
434,9.974999999999998,33.54,127.48840000000018
